Energy_MeV,F8_Response,Relative_Error
6.0900,6.90000000E-07,0.0538
6.1000,7.68000000E-07,0.051
6.1100,7.72000000E-07,0.0509
6.1200,9.02000000E-07,0.0471
6.1300,9.16000000E-07,0.0467
6.1400,9.12000000E-07,0.0468
6.1500,8.94000000E-07,0.0473
6.1600,6.88000000E-07,0.0539
6.1700,5.60000000E-07,0.0598
6.1800,5.44000000E-07,0.0606
6.1900,4.60000000E-07,0.0659
6.2000,4.06000000E-07,0.0702
6.2100,3.72000000E-07,0.0733
6.2200,3.02000000E-07,0.0814
6.2300,2.84000000E-07,0.0839
6.2400,2.80000000E-07,0.0845
6.2500,2.86000000E-07,0.0836
6.2600,3.18000000E-07,0.0793
6.2700,3.06000000E-07,0.0808
6.2800,2.64000000E-07,0.087
6.2900,2.56000000E-07,0.0884
6.3000,2.68000000E-07,0.0864
6.3100,2.60000000E-07,0.0877
6.3200,2.66000000E-07,0.0867
6.3300,2.82000000E-07,0.0842
6.3400,2.44000000E-07,0.0905
6.3500,2.74000000E-07,0.0854
6.3600,3.14000000E-07,0.0798
6.3700,3.40000000E-07,0.0767
6.3800,4.50000000E-07,0.0667
6.3900,3.96000000E-07,0.0711
6.4000,4.02000000E-07,0.0705
6.4100,5.02000000E-07,0.0631
6.4200,4.10000000E-07,0.0698
6.4300,4.10000000E-07,0.0698
6.4400,3.60000000E-07,0.0745
6.4500,3.88000000E-07,0.0718
6.4600,3.32000000E-07,0.0776
6.4700,2.94000000E-07,0.0825
6.4800,2.82000000E-07,0.0842
6.4900,2.38000000E-07,0.0917
6.5000,2.36000000E-07,0.0921
6.5100,2.72000000E-07,0.0857
6.5200,2.18000000E-07,0.0958
6.5300,2.18000000E-07,0.0958
6.5400,2.46000000E-07,0.0902
6.5500,2.40000000E-07,0.0913
6.5600,3.14000000E-07,0.0798
6.5700,3.44000000E-07,0.0762
6.5800,3.28000000E-07,0.0781
6.5900,3.70000000E-07,0.0735
6.6000,4.22000000E-07,0.0688
6.6100,4.18000000E-07,0.0692
6.6200,4.74000000E-07,0.065
6.6300,4.24000000E-07,0.0687
6.6400,3.60000000E-07,0.0745
6.6500,3.48000000E-07,0.0758
6.6600,2.78000000E-07,0.0848
6.6700,2.84000000E-07,0.0839
6.6800,2.52000000E-07,0.0891
6.6900,2.08000000E-07,0.0981
6.7000,2.46000000E-07,0.0902
6.7100,2.06000000E-07,0.0985
6.7200,2.04000000E-07,0.099
6.7300,1.78000000E-07,0.106
6.7400,1.96000000E-07,0.101
6.7500,1.96000000E-07,0.101
6.7600,1.92000000E-07,0.1021
6.7700,1.52000000E-07,0.1147
6.7800,1.64000000E-07,0.1104
6.7900,1.66000000E-07,0.1098
6.8000,1.72000000E-07,0.1078
6.8100,1.86000000E-07,0.1037
6.8200,1.62000000E-07,0.1111
6.8300,1.48000000E-07,0.1162
6.8400,1.90000000E-07,0.1026
6.8500,1.70000000E-07,0.1085
6.8600,1.66000000E-07,0.1098
6.8700,1.90000000E-07,0.1026
6.8800,2.32000000E-07,0.0928
6.8900,2.76000000E-07,0.0851
6.9000,2.38000000E-07,0.0917
6.9100,2.84000000E-07,0.0839
6.9200,2.74000000E-07,0.0854
6.9300,2.86000000E-07,0.0836
6.9400,2.60000000E-07,0.0877
6.9500,2.12000000E-07,0.0971
6.9600,2.24000000E-07,0.0945
6.9700,1.56000000E-07,0.1132
6.9800,1.72000000E-07,0.1078
6.9900,1.38000000E-07,0.1204
7.0000,1.44000000E-07,0.1179
7.0100,8.80000000E-08,0.1508
7.0200,1.18000000E-07,0.1302
7.0300,8.60000000E-08,0.1525
7.0400,9.40000000E-08,0.1459
7.0500,1.02000000E-07,0.14
7.0600,1.40000000E-07,0.1195
7.0700,1.50000000E-07,0.1155
7.0800,1.66000000E-07,0.1098
7.0900,1.92000000E-07,0.1021
7.1000,2.22000000E-07,0.0949
7.1100,2.58000000E-07,0.088
7.1200,2.60000000E-07,0.0877
7.1300,2.74000000E-07,0.0854
7.1400,2.34000000E-07,0.0925
7.1500,2.16000000E-07,0.0962
7.1600,1.44000000E-07,0.1179
7.1700,1.58000000E-07,0.1125
7.1800,1.32000000E-07,0.1231
7.1900,9.20000000E-08,0.1474
7.2000,7.80000000E-08,0.1601
7.2100,9.00000000E-08,0.1491
7.2200,1.06000000E-07,0.1374
7.2300,6.40000000E-08,0.1768
7.2400,6.00000000E-08,0.1826
7.2500,8.00000000E-08,0.1581
7.2600,8.00000000E-08,0.1581
7.2700,6.60000000E-08,0.1741
7.2800,6.00000000E-08,0.1826
7.2900,6.80000000E-08,0.1715
7.3000,7.60000000E-08,0.1622
7.3100,5.20000000E-08,0.1961
7.3200,8.20000000E-08,0.1562
7.3300,7.40000000E-08,0.1644
7.3400,7.20000000E-08,0.1667
7.3500,7.00000000E-08,0.169
